timePeriod,currentTemperature,currentHumidity,currentCO2,currentLight,currentNoise,maxTemp,minTemp,meanTemp,maxHumidity,minHumidity,meanHumidity,maxCO2,minCO2,meanCO2,maxLight,minLight,meanLight,maxNoise,minNoise,meanNoise,rating
2030-03-22 08:30:00 to 2030-03-22 09:00:00,20,37,638,338,39,20,20,20.0,37,37,37.0,638,638,638.0,338,338,338.0,39,39,39.0,5
2030-03-23 11:55:00 to 2030-03-23 12:25:00,26,63,896,582,46,27,26,26.19,63,57,59.58,978,672,775.5,589,569,578.0,64,44,53.81,3
2030-03-24 13:16:00 to 2030-03-24 13:46:00,26,49,1079,800,64,26,24,24.77,54,43,47.87,1079,539,716.77,805,785,794.87,71,52,61.9,1
2030-03-24 21:39:00 to 2030-03-24 22:09:00,23,48,639,418,76,23,23,23.0,49,47,48.1,639,509,565.9,419,402,411.9,78,60,69.9,4
2030-03-27 02:33:00 to 2030-03-27 03:03:00,26,50,718,618,35,26,26,26.0,50,50,50.0,718,700,709.25,624,614,619.75,46,34,38.5,5
2030-03-29 08:25:00 to 2030-03-29 08:55:00,19,38,1186,594,60,22,18,19.71,51,38,42.84,1375,716,992.06,601,582,591.55,65,45,56.74,1
2030-03-29 19:21:00 to 2030-03-29 19:51:00,24,55,1028,674,43,25,22,23.45,56,47,51.74,1384,794,1063.68,692,672,682.29,49,31,39.42,2
2030-04-01 04:41:00 to 2030-04-01 05:11:00,22,54,878,298,44,22,21,21.08,54,52,52.58,890,749,801.83,302,283,295.17,47,30,40.75,3
2030-04-03 11:30:00 to 2030-04-03 12:00:00,19,54,493,570,76,19,19,19.0,54,54,54.0,493,493,493.0,570,570,570.0,76,76,76.0,4
2030-04-05 22:40:00 to 2030-04-05 23:10:00,19,59,495,642,68,19,19,19.0,60,58,59.0,546,465,499.73,650,636,642.73,68,55,61.36,2
2030-04-08 05:10:00 to 2030-04-08 05:40:00,19,47,1079,749,53,21,18,19.39,47,39,42.9,1190,787,953.9,759,741,749.55,63,43,52.16,3
2030-04-09 07:48:00 to 2030-04-09 08:18:00,26,57,784,548,57,27,26,26.16,59,55,56.53,784,518,608.32,558,538,546.05,74,54,62.58,1
2030-04-09 19:45:00 to 2030-04-09 20:15:00,20,54,920,720,59,21,20,20.06,57,54,55.38,945,795,857.06,733,715,723.94,75,56,65.75,2
2030-04-10 06:13:00 to 2030-04-10 06:43:00,20,63,750,436,42,20,18,19.45,67,58,62.0,972,507,661.13,452,432,441.06,56,38,48.16,3
2030-04-11 15:04:00 to 2030-04-11 15:34:00,25,44,708,589,58,26,24,25.23,44,36,38.68,921,474,631.61,608,589,598.03,78,58,67.68,3
2030-04-13 01:58:00 to 2030-04-13 02:28:00,25,40,784,771,61,30,25,27.16,63,39,50.61,1666,734,1187.1,790,770,778.45,70,51,60.0,1
2030-04-13 08:42:00 to 2030-04-13 09:12:00,20,40,847,419,59,21,20,20.08,40,38,38.62,847,708,754.54,419,404,411.85,69,54,58.69,3
2030-04-15 18:04:00 to 2030-04-15 18:34:00,22,42,1027,623,69,23,22,22.35,42,34,37.1,1066,726,846.81,634,615,623.94,75,55,64.84,1
2030-04-16 03:47:00 to 2030-04-16 04:17:00,18,53,922,427,50,18,18,18.0,54,51,52.22,941,725,789.17,428,409,417.67,61,41,51.28,4
2030-04-18 13:34:00 to 2030-04-18 14:04:00,24,35,537,740,59,24,24,24.0,35,35,35.0,537,486,505.0,757,740,751.2,69,52,60.2,3
2030-04-18 23:48:00 to 2030-04-19 00:18:00,25,38,832,530,41,25,24,24.11,40,37,37.89,946,718,800.21,550,530,540.63,48,28,37.47,4
2030-04-21 09:58:00 to 2030-04-21 10:28:00,24,52,792,713,47,24,23,23.17,56,51,52.69,1027,716,834.38,729,711,719.93,47,27,36.1,3
2030-04-21 10:55:00 to 2030-04-21 11:25:00,24,40,802,706,66,26,23,23.45,65,36,45.4,1573,528,840.28,731,700,713.12,71,27,54.05,2
2030-04-21 18:31:00 to 2030-04-21 19:01:00,25,52,477,339,37,25,25,25.0,52,52,52.0,477,475,476.0,339,337,338.0,38,37,37.5,4
2030-04-23 02:37:00 to 2030-04-23 03:07:00,25,52,786,327,54,25,25,25.0,53,51,52.0,786,721,751.0,327,316,321.25,70,52,58.75,3
2030-04-24 08:00:00 to 2030-04-24 08:30:00,19,34,879,465,61,19,18,18.16,40,34,36.39,879,529,655.26,471,451,461.55,78,59,68.26,3
2030-04-26 13:38:00 to 2030-04-26 14:08:00,22,40,921,296,59,23,19,20.87,58,40,47.61,1485,597,919.97,296,276,284.9,59,39,51.35,4
2030-04-26 17:51:00 to 2030-04-26 18:21:00,22,41,1036,612,61,23,22,22.14,42,37,39.5,1036,770,852.32,623,603,613.32,74,57,65.95,2
2030-04-29 01:41:00 to 2030-04-29 02:11:00,24,35,660,758,52,24,24,24.0,36,34,35.17,660,506,560.08,772,752,762.33,53,34,43.67,4
2030-04-29 04:45:00 to 2030-04-29 05:15:00,24,41,761,254,72,24,24,24.0,43,40,41.56,761,628,686.31,254,234,242.25,75,55,65.75,3
2030-04-29 14:47:00 to 2030-04-29 15:17:00,19,40,720,254,44,19,18,18.06,40,37,37.89,776,541,617.78,273,254,262.61,48,28,37.94,5
2030-05-02 00:05:00 to 2030-05-02 00:35:00,19,38,1216,689,70,19,18,18.45,46,38,41.74,1241,826,977.35,695,678,686.45,79,59,68.39,1
2030-05-03 06:41:00 to 2030-05-03 07:11:00,25,34,829,710,57,27,23,25.19,52,34,43.26,1450,550,949.52,710,690,700.58,64,45,54.87,3
2030-05-05 11:40:00 to 2030-05-05 12:10:00,24,49,617,588,75,24,24,24.0,49,48,48.27,658,576,610.91,594,579,588.09,75,57,66.09,4
2030-05-07 20:49:00 to 2030-05-07 21:19:00,22,57,827,367,56,23,22,22.05,59,55,56.7,841,626,701.25,381,363,369.9,68,49,57.55,2
2030-05-09 08:36:00 to 2030-05-09 09:06:00,21,57,679,214,32,21,21,21.0,58,57,57.14,679,590,619.86,229,211,219.71,45,30,38.57,5
2030-05-09 14:03:00 to 2030-05-09 14:33:00,25,55,767,675,43,26,25,25.26,55,47,49.97,891,435,603.32,689,671,678.87,63,43,52.9,3
2030-05-11 02:17:00 to 2030-05-11 02:47:00,27,65,1291,353,65,27,24,25.61,66,55,60.48,1291,659,897.26,369,350,358.1,72,52,61.39,1
2030-05-12 09:50:00 to 2030-05-12 10:20:00,20,63,1672,492,37,22,18,19.77,69,50,57.52,1672,787,1182.42,506,487,494.55,55,36,44.03,2
2030-05-13 21:37:00 to 2030-05-13 22:07:00,18,59,1458,592,47,21,17,18.42,59,44,51.16,1530,840,1135.9,597,577,585.35,61,42,51.55,1
2030-05-14 02:39:00 to 2030-05-14 03:09:00,25,38,714,214,42,25,25,25.0,38,37,37.4,745,661,703.3,225,206,216.2,50,31,40.3,4
2030-05-15 11:44:00 to 2030-05-15 12:14:00,25,49,623,440,57,25,24,24.07,51,48,49.27,658,503,575.6,449,429,437.53,72,53,62.67,3
2030-05-16 16:49:00 to 2030-05-16 17:19:00,27,63,1772,326,63,28,23,25.26,72,54,62.39,1772,919,1302.52,339,320,330.06,71,52,62.19,1
2030-05-17 19:30:00 to 2030-05-17 20:00:00,22,42,633,670,37,22,22,22.0,42,42,42.0,633,633,633.0,670,670,670.0,37,37,37.0,5
2030-05-17 22:38:00 to 2030-05-17 23:08:00,24,50,806,627,59,24,24,24.0,51,50,50.22,806,705,741.11,639,623,631.0,72,56,63.78,3
2030-05-20 02:32:00 to 2030-05-20 03:02:00,18,44,429,304,68,18,18,18.0,44,44,44.0,429,411,420.33,320,304,310.67,68,54,60.67,2
2030-05-20 11:37:00 to 2030-05-20 12:07:00,19,40,622,722,68,19,19,19.0,41,40,40.12,622,548,578.25,735,717,726.38,75,58,68.88,4
2030-05-21 14:37:00 to 2030-05-21 15:07:00,24,51,813,292,68,24,24,24.0,52,51,51.12,813,765,781.75,306,290,296.5,80,64,72.12,3
2030-05-22 15:42:00 to 2030-05-22 16:12:00,23,60,612,663,50,23,23,23.0,60,57,58.46,637,499,552.0,669,655,660.38,59,47,53.23,4
2030-05-24 20:22:00 to 2030-05-24 20:52:00,21,53,1297,562,56,21,18,19.74,58,45,50.87,1370,922,1101.97,577,557,564.94,72,52,62.16,1
2030-05-24 22:57:00 to 2030-05-24 23:27:00,22,49,930,615,70,22,21,21.21,51,44,46.54,1059,754,848.86,628,610,617.79,79,59,69.57,2
2030-05-25 01:37:00 to 2030-05-25 02:07:00,25,47,492,747,41,25,25,25.0,47,45,46.12,492,421,457.62,763,747,755.75,51,38,43.62,4
2030-05-26 12:05:00 to 2030-05-26 12:35:00,26,55,1014,442,33,26,25,25.29,60,51,54.39,1014,545,678.03,456,436,445.16,51,32,41.06,2
2030-05-28 13:40:00 to 2030-05-28 14:10:00,20,58,528,669,39,20,20,20.0,59,58,58.36,528,404,440.64,674,656,664.82,53,33,42.18,5
2030-05-28 15:37:00 to 2030-05-28 16:07:00,22,68,1079,699,41,24,20,21.74,70,54,61.58,1524,765,1111.52,716,697,706.19,46,28,36.29,4
2030-05-28 17:03:00 to 2030-05-28 17:33:00,20,44,809,781,33,22,20,21.19,53,44,47.9,1016,672,820.77,783,763,772.87,50,30,41.03,3
2030-05-29 22:16:00 to 2030-05-29 22:46:00,23,60,1418,423,56,23,20,21.23,63,51,56.29,1418,856,1059.87,440,420,430.13,64,44,54.9,2
2030-05-31 00:08:00 to 2030-05-31 00:38:00,24,58,708,247,70,26,24,25.35,66,58,61.13,1021,642,791.87,255,237,246.0,70,53,62.87,3
2030-05-31 11:43:00 to 2030-05-31 12:13:00,24,37,829,601,39,24,24,24.0,40,37,38.21,900,753,805.71,610,593,600.93,58,38,46.29,4
2030-06-01 21:34:00 to 2030-06-01 22:04:00,25,36,503,316,60,25,25,25.0,37,36,36.2,511,472,491.4,321,315,317.6,74,60,68.0,5
2030-06-02 03:33:00 to 2030-06-02 04:03:00,23,57,456,506,53,23,23,23.0,57,57,57.0,466,439,453.75,526,506,516.0,66,51,55.75,4
2030-06-04 14:10:00 to 2030-06-04 14:40:00,24,49,1185,797,35,24,21,22.42,49,41,45.58,1185,726,931.19,810,790,798.32,46,26,35.81,2
2030-06-06 23:52:00 to 2030-06-07 00:22:00,24,46,840,310,55,25,24,24.22,48,42,44.17,856,595,700.17,314,296,306.04,58,38,47.74,2
2030-06-08 09:37:00 to 2030-06-08 10:07:00,25,38,734,416,55,25,25,25.0,38,37,37.25,734,635,673.12,416,397,407.88,56,46,53.38,3
2030-06-09 13:40:00 to 2030-06-09 14:10:00,23,37,719,247,38,23,23,23.0,38,36,37.18,730,628,674.82,255,237,247.73,45,25,36.09,5
2030-06-09 21:47:00 to 2030-06-09 22:17:00,21,50,674,478,59,21,21,21.0,52,50,50.94,764,605,667.56,478,458,471.22,67,47,55.67,3
2030-06-10 00:42:00 to 2030-06-10 01:12:00,22,54,509,591,60,22,21,21.08,56,54,55.0,578,434,486.85,604,587,594.46,70,56,62.31,5
2030-06-11 11:07:00 to 2030-06-11 11:37:00,22,48,966,681,43,23,22,22.32,56,48,50.87,1163,789,929.0,693,676,683.35,55,36,45.06,5
2030-06-12 18:02:00 to 2030-06-12 18:32:00,26,44,618,387,47,26,25,25.23,49,41,44.61,899,552,671.35,392,374,383.48,59,39,49.03,4
2030-06-13 21:38:00 to 2030-06-13 22:08:00,26,51,684,347,50,26,26,26.0,53,51,52.11,690,634,669.33,349,337,341.44,50,33,43.0,5
2030-06-15 00:11:00 to 2030-06-15 00:41:00,24,51,1216,746,47,26,24,24.39,53,44,48.23,1263,742,936.81,756,736,746.87,56,37,46.32,2
2030-06-16 08:01:00 to 2030-06-16 08:31:00,23,57,879,593,45,24,22,23.19,60,54,56.13,1092,734,858.29,597,577,585.0,49,29,39.03,5
2030-06-18 15:13:00 to 2030-06-18 15:43:00,20,63,885,356,63,22,19,20.55,63,51,57.03,1217,666,862.06,364,344,355.52,65,45,55.71,1
2030-06-20 02:52:00 to 2030-06-20 03:22:00,20,55,1005,559,47,20,19,19.09,60,54,56.22,1014,733,836.0,570,553,561.74,63,43,53.61,4
2030-06-21 14:57:00 to 2030-06-21 15:27:00,25,55,2020,526,54,30,25,27.48,55,33,44.29,2020,898,1354.48,546,526,536.06,65,45,54.1,1
2030-06-24 01:00:00 to 2030-06-24 01:30:00,19,51,774,695,48,20,19,19.29,56,50,52.61,976,645,754.81,705,685,695.0,51,32,42.13,4
2030-06-24 06:16:00 to 2030-06-24 06:46:00,20,47,843,471,58,22,19,20.29,47,34,38.84,843,499,655.26,487,468,476.84,60,40,48.39,4
2030-06-25 13:28:00 to 2030-06-25 13:58:00,25,49,1331,211,49,27,24,25.55,58,47,51.84,1331,609,935.77,226,206,217.23,61,41,50.35,2
2030-06-25 17:38:00 to 2030-06-25 18:08:00,25,54,734,626,50,25,25,25.0,54,53,53.11,752,699,727.22,630,616,624.33,65,46,54.0,5
2030-06-26 22:35:00 to 2030-06-26 23:05:00,24,61,663,618,64,24,24,24.0,61,60,60.33,663,605,629.83,621,616,618.0,68,63,66.33,3
2030-06-28 04:42:00 to 2030-06-28 05:12:00,26,43,560,466,41,26,26,26.0,44,43,43.31,608,486,532.54,474,454,463.23,46,28,37.31,4
2030-06-28 11:14:00 to 2030-06-28 11:44:00,25,45,1310,563,34,26,24,25.52,51,41,45.84,1330,855,1049.58,563,544,554.68,53,33,40.87,3
2030-06-28 20:43:00 to 2030-06-28 21:13:00,22,43,659,414,64,22,21,21.07,43,42,42.36,694,552,604.0,424,406,416.29,65,49,54.57,4
2030-07-01 04:36:00 to 2030-07-01 05:06:00,27,55,703,729,41,29,25,26.97,66,51,58.39,1350,661,974.1,729,709,719.97,48,29,39.03,4
2030-07-03 13:59:00 to 2030-07-03 14:29:00,24,52,889,785,48,25,24,24.23,53,46,48.83,1108,720,848.03,787,767,776.93,51,32,40.7,4
2030-07-04 15:46:00 to 2030-07-04 16:16:00,19,44,1114,404,35,21,17,18.61,50,32,40.19,1284,524,882.26,407,387,396.39,44,25,35.9,3
2030-07-06 16:34:00 to 2030-07-06 17:04:00,18,43,478,720,63,18,18,18.0,43,43,43.0,478,420,438.0,720,702,708.8,74,56,66.2,2
2030-07-07 04:38:00 to 2030-07-07 05:08:00,24,60,599,260,53,24,24,24.0,60,59,59.33,599,542,571.56,260,243,251.0,55,35,47.56,3
2030-07-08 12:21:00 to 2030-07-08 12:51:00,21,38,973,235,44,21,18,19.55,43,31,36.29,1275,723,973.1,241,221,230.58,61,41,50.84,3
2030-07-09 20:36:00 to 2030-07-09 21:06:00,20,41,636,577,65,20,20,20.0,41,41,41.0,636,555,584.14,593,577,586.29,65,52,58.14,4
2030-07-11 08:52:00 to 2030-07-11 09:22:00,26,41,801,702,49,26,25,25.13,41,38,39.3,812,543,642.43,713,694,704.74,52,34,44.7,2
2030-07-12 16:36:00 to 2030-07-12 17:06:00,26,52,1594,640,67,27,23,24.81,54,38,45.94,1635,830,1164.35,649,630,640.87,77,60,67.97,1
2030-07-13 23:18:00 to 2030-07-13 23:48:00,23,50,1054,755,43,25,22,23.55,54,43,48.06,1272,821,1000.74,766,746,755.45,49,29,39.1,3
2030-07-14 06:35:00 to 2030-07-14 07:05:00,23,44,597,629,70,23,23,23.0,44,43,43.33,626,583,602.5,629,619,624.83,76,58,65.67,3
2030-07-15 13:46:00 to 2030-07-15 14:16:00,22,41,803,783,42,23,22,22.18,41,37,38.53,930,769,821.06,793,775,782.76,47,27,38.24,5
2030-07-16 17:41:00 to 2030-07-16 18:11:00,22,43,873,678,45,22,22,22.0,43,42,42.17,873,732,778.83,689,670,678.42,57,38,45.92,3
2030-07-18 02:43:00 to 2030-07-18 03:13:00,19,56,779,410,63,19,19,19.0,57,54,55.71,779,626,678.5,419,403,411.07,68,51,60.79,1
2030-07-20 10:07:00 to 2030-07-20 10:37:00,25,50,1288,520,32,26,25,25.29,53,45,48.81,1288,774,938.42,537,517,528.13,47,28,37.71,4
2030-07-21 12:31:00 to 2030-07-21 13:01:00,23,52,801,654,58,23,23,23.0,52,52,52.0,801,788,794.5,654,653,653.5,65,58,61.5,3
2030-07-21 23:38:00 to 2030-07-22 00:08:00,26,48,901,684,46,29,25,26.52,53,36,42.23,1592,817,1097.81,697,677,687.87,62,42,51.45,4
2030-07-23 07:14:00 to 2030-07-23 07:44:00,25,59,1321,661,50,25,23,23.65,66,56,61.0,1321,801,1002.03,674,656,663.32,57,38,47.42,3
2030-07-24 13:17:00 to 2030-07-24 13:47:00,27,54,1331,709,69,28,25,26.61,63,53,58.71,1421,805,1016.97,713,694,703.23,73,53,63.0,1
2030-07-24 16:21:00 to 2030-07-24 16:51:00,27,45,700,238,54,28,25,26.48,45,33,38.52,1233,637,847.23,251,231,243.06,60,41,51.74,2
2030-07-27 03:35:00 to 2030-07-27 04:05:00,25,46,648,679,38,25,25,25.0,46,46,46.0,648,584,613.83,681,665,673.0,47,37,42.33,3
2030-07-27 07:04:00 to 2030-07-27 07:34:00,19,36,796,702,42,21,19,19.29,40,33,36.13,1157,701,844.97,705,685,696.29,51,31,40.87,5
2030-07-28 09:30:00 to 2030-07-28 10:00:00,19,36,1058,444,52,20,17,18.61,52,36,43.65,1271,690,931.32,452,435,441.81,57,38,49.0,3
2030-07-30 18:55:00 to 2030-07-30 19:25:00,26,56,718,615,43,26,25,25.15,58,54,55.35,899,615,711.81,626,606,616.12,49,31,39.46,5
2030-07-31 01:44:00 to 2030-07-31 02:14:00,19,57,577,749,52,19,19,19.0,57,54,54.67,648,515,568.93,754,735,745.67,66,48,55.73,5
2030-08-02 07:25:00 to 2030-08-02 07:55:00,23,51,1461,535,48,26,22,23.45,51,37,43.39,1505,845,1137.42,551,531,541.29,56,36,46.1,2
2030-08-04 16:55:00 to 2030-08-04 17:25:00,25,48,853,761,69,25,24,24.19,54,48,50.62,853,613,694.31,772,752,761.54,69,50,60.96,2
2030-08-04 18:40:00 to 2030-08-04 19:10:00,24,41,755,336,63,24,24,24.0,42,41,41.18,819,722,757.91,348,336,340.82,67,49,59.91,3
2030-08-07 04:33:00 to 2030-08-07 05:03:00,28,51,851,727,60,29,25,26.68,54,38,46.13,1305,642,968.42,744,725,732.13,65,45,53.77,1
2030-08-09 15:47:00 to 2030-08-09 16:17:00,26,39,605,225,66,26,25,25.17,42,39,40.22,644,442,518.78,242,224,233.33,67,48,59.5,1
2030-08-10 17:56:00 to 2030-08-10 18:26:00,20,42,840,692,41,20,19,19.22,48,42,45.33,962,695,805.56,701,682,693.3,52,32,42.15,5
2030-08-11 22:58:00 to 2030-08-11 23:28:00,18,41,666,211,37,19,18,18.21,42,34,37.55,801,477,598.14,218,198,207.69,56,36,48.17,3
2030-08-14 07:35:00 to 2030-08-14 08:05:00,25,37,567,687,57,25,25,25.0,37,37,37.0,585,541,560.83,703,687,694.0,74,57,63.5,4
2030-08-15 17:38:00 to 2030-08-15 18:08:00,19,48,809,416,37,19,19,19.0,48,48,48.0,862,774,806.44,416,396,403.56,52,35,43.44,5
2030-08-17 21:43:00 to 2030-08-17 22:13:00,18,46,507,266,49,18,18,18.0,47,45,46.07,584,428,493.36,267,248,256.64,59,42,49.43,5
2030-08-19 00:22:00 to 2030-08-19 00:52:00,27,45,1352,417,68,28,26,26.65,55,44,49.77,1460,839,1085.06,436,417,427.0,79,59,69.55,1
2030-08-20 00:52:00 to 2030-08-20 01:22:00,27,39,545,688,54,27,26,26.17,44,39,40.87,733,458,547.65,701,681,691.43,71,51,61.87,2
2030-08-20 09:38:00 to 2030-08-20 10:08:00,26,46,469,234,44,26,26,26.0,46,45,45.22,498,438,463.33,246,230,237.22,51,38,44.78,5
2030-08-20 13:04:00 to 2030-08-20 13:34:00,18,36,896,763,53,19,18,18.26,43,36,39.39,1021,656,792.19,775,755,765.74,60,40,48.03,2
2030-08-20 16:40:00 to 2030-08-20 17:10:00,26,52,731,782,48,26,26,26.0,53,52,52.27,731,582,621.0,794,780,786.64,48,30,36.36,5
2030-08-23 02:21:00 to 2030-08-23 02:51:00,24,50,1132,694,61,26,23,24.71,63,50,55.74,1132,595,792.19,706,687,697.0,69,49,59.58,1
2030-08-23 05:18:00 to 2030-08-23 05:48:00,21,49,1085,313,32,21,18,19.45,57,45,49.77,1171,578,785.77,320,301,309.74,51,32,41.9,3
2030-08-24 08:39:00 to 2030-08-24 09:09:00,24,56,606,721,49,24,24,24.0,57,56,56.3,606,474,522.1,729,712,717.5,59,39,47.5,5
2030-08-24 19:37:00 to 2030-08-24 20:07:00,26,43,508,344,75,26,26,26.0,43,42,42.25,510,457,484.75,344,328,335.12,75,57,66.62,1
2030-08-25 00:07:00 to 2030-08-25 00:37:00,19,35,941,266,57,20,18,18.48,42,33,37.39,1115,746,890.0,272,253,263.23,58,38,48.0,3
2030-08-27 06:43:00 to 2030-08-27 07:13:00,26,39,862,586,62,27,26,26.07,42,39,40.29,862,680,739.29,595,575,584.71,64,45,54.93,2
2030-08-28 15:56:00 to 2030-08-28 16:26:00,18,53,670,655,66,19,18,18.19,53,48,50.81,688,445,549.7,668,648,658.37,69,49,58.89,1
2030-08-31 04:12:00 to 2030-08-31 04:42:00,22,38,1069,305,66,24,21,22.23,44,34,38.48,1301,842,1039.74,310,290,300.19,80,60,69.9,1
2030-08-31 12:52:00 to 2030-08-31 13:22:00,23,44,795,754,29,24,23,23.13,46,42,43.48,928,650,756.78,769,749,758.04,48,29,37.35,5
2030-09-02 01:17:00 to 2030-09-02 01:47:00,21,60,640,687,25,23,20,21.45,60,48,52.71,948,443,636.94,693,674,685.16,45,25,34.29,5
2030-09-03 07:13:00 to 2030-09-03 07:43:00,25,55,718,234,42,25,22,23.35,66,54,59.84,961,466,654.97,237,219,228.65,56,36,46.87,4
2030-09-03 12:53:00 to 2030-09-03 13:23:00,23,47,925,373,72,24,23,23.08,47,42,43.54,1007,720,832.12,391,373,380.54,77,58,67.17,3
2030-09-04 21:46:00 to 2030-09-04 22:16:00,21,50,1432,623,55,23,19,21.0,50,30,37.48,1723,919,1257.06,637,617,624.74,56,37,46.32,1
2030-09-06 22:21:00 to 2030-09-06 22:51:00,25,34,1065,611,64,25,22,23.55,47,34,41.03,1166,585,811.23,622,602,612.71,64,45,55.61,1
2030-09-08 22:51:00 to 2030-09-08 23:21:00,25,51,849,770,46,26,25,25.09,52,48,49.55,1002,704,789.32,775,755,766.68,58,38,47.73,4
2030-09-11 03:52:00 to 2030-09-11 04:22:00,21,57,825,435,41,22,21,21.17,59,54,56.83,825,612,678.0,445,425,432.91,46,26,36.13,4
2030-09-11 12:21:00 to 2030-09-11 12:51:00,26,40,1176,325,68,28,25,26.45,44,32,37.35,1239,679,929.84,328,309,319.71,76,56,68.42,1
2030-09-12 12:37:00 to 2030-09-12 13:07:00,25,37,588,617,53,25,25,25.0,37,36,36.25,644,562,589.88,617,601,611.75,64,51,55.62,3
2030-09-13 18:09:00 to 2030-09-13 18:39:00,19,60,830,683,65,20,18,19.42,66,58,61.16,849,540,676.48,688,669,677.74,76,56,66.1,1
2030-09-15 03:46:00 to 2030-09-15 04:16:00,27,58,803,415,41,27,26,26.06,58,54,55.18,807,605,677.0,422,403,411.94,52,33,43.47,2
2030-09-15 11:28:00 to 2030-09-15 11:58:00,23,49,1228,346,44,27,23,24.58,49,35,42.03,1242,564,887.39,355,335,346.9,56,36,43.77,3
2030-09-16 20:56:00 to 2030-09-16 21:26:00,21,43,964,683,52,21,20,20.3,43,38,39.59,1011,759,850.07,693,673,681.26,67,48,56.22,2
2030-09-18 01:39:00 to 2030-09-18 02:09:00,25,37,815,248,63,25,25,25.0,37,36,36.4,849,756,797.3,248,228,240.1,63,46,57.1,1
2030-09-19 11:01:00 to 2030-09-19 11:31:00,21,50,950,762,70,22,21,21.23,50,43,46.1,1096,757,891.39,770,751,761.32,76,57,66.61,1
2030-09-20 18:38:00 to 2030-09-20 19:08:00,26,63,1632,243,38,29,25,26.61,65,53,59.68,1632,716,1069.9,252,234,244.77,44,25,33.58,1
2030-09-21 18:43:00 to 2030-09-21 19:13:00,20,48,802,339,44,21,20,20.07,49,48,48.21,808,633,704.64,351,331,340.57,45,31,40.07,4
2030-09-24 01:03:00 to 2030-09-24 01:33:00,21,53,1235,621,51,22,21,21.32,53,46,48.0,1235,763,906.84,629,609,617.77,60,42,52.03,3
2030-09-25 11:30:00 to 2030-09-25 12:00:00,26,50,440,334,58,26,26,26.0,50,50,50.0,440,440,440.0,334,334,334.0,58,58,58.0,2
2030-09-27 13:57:00 to 2030-09-27 14:27:00,22,40,992,477,53,22,21,21.25,46,40,42.39,992,687,808.04,486,466,476.57,53,33,41.71,4
2030-09-29 22:43:00 to 2030-09-29 23:13:00,20,39,774,624,43,20,19,19.07,39,36,37.14,774,594,654.14,634,621,627.71,55,38,47.0,3
2030-10-02 05:30:00 to 2030-10-02 06:00:00,26,43,459,579,32,26,26,26.0,43,43,43.0,459,459,459.0,579,579,579.0,32,32,32.0,5
2030-10-04 11:55:00 to 2030-10-04 12:25:00,19,46,1108,278,52,19,18,18.19,49,44,45.65,1108,742,851.35,286,267,276.54,65,46,55.42,2
2030-10-04 23:59:00 to 2030-10-05 00:29:00,22,63,644,755,55,22,21,21.23,63,56,60.0,714,405,515.23,774,754,763.87,55,38,46.43,4
2030-10-06 04:31:00 to 2030-10-06 05:01:00,23,43,478,538,53,23,23,23.0,43,43,43.0,478,468,473.0,538,528,533.0,65,53,59.0,3
2030-10-07 14:45:00 to 2030-10-07 15:15:00,18,51,892,624,65,19,18,18.06,51,48,49.25,912,748,820.38,629,611,618.94,69,52,59.0,1
2030-10-09 23:53:00 to 2030-10-10 00:23:00,24,41,858,432,29,25,24,24.12,44,40,42.12,1023,744,854.92,447,428,438.0,45,25,35.46,5
2030-10-11 00:45:00 to 2030-10-11 01:15:00,24,55,607,377,61,25,24,24.06,56,53,54.19,682,565,614.12,388,370,379.44,75,56,63.38,3
2030-10-12 11:54:00 to 2030-10-12 12:24:00,24,59,770,204,67,25,24,24.16,62,57,58.96,826,577,686.28,208,190,198.2,76,57,67.4,3
2030-10-14 21:13:00 to 2030-10-14 21:43:00,18,50,1311,477,65,20,18,18.45,60,49,53.68,1313,745,944.65,487,467,475.26,79,59,69.16,1
2030-10-17 07:17:00 to 2030-10-17 07:47:00,28,54,1415,323,40,28,26,26.61,54,43,48.29,1415,844,1061.23,338,318,325.87,59,40,49.52,1
2030-10-19 08:57:00 to 2030-10-19 09:27:00,24,51,709,592,57,25,24,24.14,52,47,49.18,1012,651,775.61,603,583,592.25,58,39,48.57,5
2030-10-21 13:06:00 to 2030-10-21 13:36:00,25,40,977,615,56,27,25,26.29,48,40,43.23,977,561,696.0,625,606,615.71,64,44,53.68,2
2030-10-22 21:09:00 to 2030-10-22 21:39:00,23,56,717,584,56,23,21,22.35,64,56,59.52,910,487,650.58,590,573,582.0,76,56,65.81,3
2030-10-25 08:23:00 to 2030-10-25 08:53:00,23,44,1032,758,66,25,22,23.65,52,40,46.06,1294,739,978.26,774,755,764.19,74,54,63.55,1
2030-10-25 09:14:00 to 2030-10-25 09:44:00,18,45,842,568,69,20,17,18.29,50,40,44.48,842,463,625.9,583,564,573.77,77,59,66.39,2
2030-10-25 20:39:00 to 2030-10-25 21:09:00,24,34,542,739,47,24,24,24.0,36,34,35.2,565,479,514.9,754,739,747.5,55,35,46.9,5
2030-10-27 21:44:00 to 2030-10-27 22:14:00,25,57,637,307,51,25,25,25.0,60,57,58.2,637,457,509.8,313,295,303.53,58,40,49.93,4
2030-10-29 06:35:00 to 2030-10-29 07:05:00,26,57,1445,279,53,26,23,24.68,63,47,55.03,1624,874,1259.19,291,272,283.0,73,53,61.58,1
